cui;medical_term;semantic_types
C0012739;Disseminated intravascular coagulation;dsyn
C0012746;Dissociative disorder;mobd
C0012813;Diverticulitis;dsyn
C0012817;Diverticulum;patf
C0012819;Diverticular disease of colon;dsyn
C0012833;Dizziness;sosy
C0013069;Double outlet right ventricle NOS;cgab
C0013076;Dourine;dsyn
C0013080;Down's syndrome NOS;cgab,dsyn
C0013100;Dracunculiasis;dsyn
C0013117;Dreams;menp
C0013126;Drive;menp
C0013132;Drooling;sosy
C0013144;Drowsiness;fndg
C0013146;Drug abuse;mobd
C0013170;Drug habituation;mobd
C0013182;Drug allergy, NOS;dsyn
C0013220;Drug tolerance, NOS;fndg
C0013238;Dry eye syndrome;dsyn
C0013240;Alveolar periostitis;dsyn
C0013261;Duane retraction syndrome;dsyn
C0013264;Duchenne muscular dystrophy;dsyn
C0013274;Patent ductus arteriosus;cgab
C0013288;Dumping syndrome;dsyn
C0013292;Obstruction of duodenum;dsyn
C0013295;Duodenal ulcer NOS;dsyn
C0013298;Duodenitis;dsyn
C0013312;Dupuytren contracture;dsyn
C0013336;Dwarfism;cgab,dsyn
C0013338;Pituitary dwarfism;dsyn
C0013362;Dysarthria;mobd
C0013363;Dysautonomia;dsyn
C0013364;Familial dysautonomia;cgab,dsyn
C0013369;Dysentery;dsyn
C0013370;Amebic colitis;dsyn
C0013371;Infection by Shigella;dsyn
C0013378;Dysgeusia;fndg
C0013384;Dyskinesia;dsyn
C0013390;Dysmenorrhea;patf
C0013393;Dysostosis;dsyn
C0013394;Dyspareunia;dsyn
C0013395;Dyspepsia;sosy
C0013404;Dyspnea;sosy
C0013415;Dysthymia, NOS;mobd
C0013418;Dystocia;fndg
C0013420;Abnormal uterine contraction;patf
C0013421;Dystonia;sosy
C0013423;Dystonia musculorum deformans;dsyn
C0013428;Dysuria;sosy
C0013447;Ear diseases;dsyn
C0013456;Earache;sosy
C0013473;Eating disorder, NOS;mobd
C0013481;Ebstein's anomaly;cgab
C0013491;Ecchymosis;patf
C0013502;Echinococcosis;dsyn
C0013504;Echinococcosis of liver;dsyn
C0013516;Echocardiography;diap
C0013518;Contrast echocardiography;diap
C0013526;Echoencephalography;diap
C0013528;Echolalia;mobd
C0013537;Eclampsia;dsyn
C0013568;Ecthyma;dsyn
C0013570;Contagious pustular dermatitis;dsyn
C0013575;Ectodermal dysplasia, NOS;cgab,dsyn
C0013580;Ectopia cordis;cgab
C0013581;Ectopia lentis;cgab
C0013595;Eczema;dsyn
C0013604;Edema;fndg
C0013608;Cardiac edema;dsyn
C0013609;Localized edema;sosy
C0013658;Educational status;fndg
C0013687;Effusion, NOS;patf
C0013720;Ehlers-Danlos syndrome, NOS;cgab,dsyn
C0013743;Eisenmenger complex;cgab,dsyn
C0013772;Elder abuse;mobd
C0013798;Electrocardiogram;fndg
C0013799;Ambulatory ECG;diap
C0013805;Electrocochleography;diap
C0013819;Electroencephalography;diap
C0013839;Electromyography;diap
C0013853;Electronystagmography;diap
C0013854;Electro-oculogram examination;diap
C0013855;Electrophoresis;lbpr
C0013862;Polyacrylamide gel electrophoresis;lbpr
C0013867;Electroretinography;diap
C0013882;Elephantiasis;dsyn
C0013884;Filarial elephantiasis;dsyn
C0013902;Hereditary elliptocytosis, NOS;dsyn
C0013903;Ellis-van Creveld syndrome;dsyn
C0013911;Emaciation;sosy
C0013922;Embolism;patf
C0013926;Air embolism;patf
C0013927;Amniotic fluid embolism;dsyn
C0013928;Fat embolism (disorder);patf
C0013987;Emotions;menp
C0013990;Pathological accumulation of air in tissues;patf
C0014007;Discharged from job;fndg
C0014008;Empty sella syndrome;dsyn
C0014009;Empyema;dsyn
C0014012;Empyema of gallbladder;dsyn
C0014013;Pleural empyema NOS;dsyn
C0014034;Mucous membrane eruption;sosy
C0014038;Encephalitis;dsyn
C0014040;Encephalitis lethargica;dsyn
C0014057;Japanese encephalitis;dsyn
C0014059;Acute disseminated encephalomyelitis;dsyn
C0014060;St. Louis encephalitis;dsyn
C0014061;Tick-borne encephalitis;dsyn
C0014065;Congenital cerebral hernia;cgab
C0014066;Nasal encephalocele;cgab
C0014068;Encephalomalacia;dsyn
C0014070;Encephalomyelitis;dsyn
C0014077;Acute hemorrhagic leukoencephalitis;dsyn
C0014078;Venezuelan equine encephalomyelitis;dsyn
C0014084;Enchondromatosis;dsyn
C0014089;Functional encopresis;mobd
C0014117;Endocardial fibroelastosis;dsyn
C0014118;Endocarditis;dsyn
C0014121;Bacterial endocarditis, NOS;dsyn
C0014122;Subacute bacterial endocarditis;dsyn
C0014130;Endocrine system disease, NOS;dsyn
C0014173;Endometrial hyperplasia, NOS;dsyn
C0014175;Endometriosis;dsyn
C0014179;Endometritis;dsyn
C0014236;Endophthalmitis;dsyn
C0014245;Endoscopy (procedure);diap
C0014306;Enophthalmos;dsyn
C0014335;Enteritis;dsyn
C0014336;Enteritis necroticans;dsyn
C0014356;Enterocolitis;dsyn
C0014358;Pseudomembranous enterocolitis;dsyn
C0014364;Concretion of intestine;dsyn
C0014371;Enterotoxemia;dsyn
C0014378;Enterovirus infection, NOS;dsyn
C0014390;Entropion;dsyn
C0014394;Enuresis;sosy
C0014440;Enzyme measurement;lbpr
C0014441;Enzyme-linked immunosorbent assay;lbpr
C0014457;Eosinophilia;dsyn
C0014458;Tropical eosinophilia;dsyn
C0014461;Eosinophilic granuloma;patf
C0014488;Epicondylitis;dsyn
C0014493;Epidemic keratoconjunctivitis;dsyn
C0014518;Toxic epidermal necrolysis;dsyn
C0014527;Epidermolysis bullosa, NOS;cgab,dsyn
C0014534;Epididymitis;dsyn
C0014541;Epiglottitis;dsyn
C0014544;Epilepsy;dsyn
C0014547;Partial epilepsy;dsyn
C0014548;Generalized epilepsy;dsyn
C0014549;Tonic-clonic epilepsy;dsyn
C0014550;Myoclonic seizure;dsyn
C0014553;Petit-mal epilepsy;dsyn
C0014556;Temporal lobe epilepsy;dsyn
C0014583;Episcleritis;dsyn
C0014588;Epispadias;cgab
C0014591;Epistaxis;patf
C0014595;Epithelial atrophy;patf
C0014599;Epithelial hyperplasia;dsyn
C0014647;Giant cell epulis;dsyn
C0014661;Equine infectious anemia;dsyn
C0014718;Candidal intertrigo;dsyn
C0014724;Eructation;sosy
C0014733;Erysipelas;dsyn
C0014740;Erythema chronicum migrans;dsyn
C0014741;Erythema induratum;dsyn
C0014742;Multiforme - erythema;dsyn
C0014743;Nodosum - erythema;dsyn
C0014745;Palmar erythema;fndg
C0014752;Erythrasma;dsyn
C0014761;Haemolytic disease of the newborn;dsyn
C0014772;Red blood cell count NOS;lbpr
C0014779;Red blood cell indices determination;lbpr
C0014787;Red blood cell size NOS;lbpr
C0014804;Erythromelalgia;dsyn
C0014805;Primary erythromelalgia;dsyn
C0014818;Erythroplasia;dsyn
C0014836;Escherichia coli infection;dsyn
C0014848;Cardiospasm, NOS;dsyn
C0014850;Esophageal atresia;cgab,dsyn
C0014852;Esophageal diseases;dsyn
C0014858;Esophageal motility disorder;dsyn
C0014860;Perforation of esophagus;dsyn
C0014863;Esophageal spasm;dsyn
C0014866;Esophageal stenosis;dsyn
C0014868;Esophagitis;dsyn
C0014869;Peptic esophagitis;dsyn
C0014873;Esophagoscopy;diap
C0014877;Esotropia;dsyn
C0015190;Sick euthyroid syndrome;dsyn
C0015230;Exanthema;sosy
C0015231;Exanthema subitum;dsyn
C0015260;Exercise test;diap
C0015269;Exhibitionism;mobd
C0015300;Exophthalmos;dsyn
C0015302;External hyperostosis;dsyn
C0015306;Multiple hereditary exostoses;cgab,dsyn
C0015310;Exotropia;dsyn
C0015338;Exstrophy;cgab
C0015376;Extravasation;patf
C0015393;Congenital anomaly of eye;dsyn
C0015397;Disorder of eye;dsyn
C0015402;Hemophthalmos;patf
C0015403;Eye infection;dsyn
C0015457;Facial expression;fndg
C0015458;Facial hemiatrophy;dsyn
C0015464;Disorder of facial nerve;dsyn
C0015467;Facial neuralgia;dsyn
C0015468;Facial pain, NOS;sosy
C0015469;Facial nerve palsy;dsyn
C0015480;Factitious disorder, NOS;mobd
C0015499;Factor V deficiency;dsyn
C0015519;Factor X deficiency;dsyn
C0015523;Factor XI deficiency;dsyn
C0015526;Factor XII deficiency;dsyn
C0015544;Failure to thrive;dsyn
C0015556;Fallopian tube disease;dsyn
C0015624;Fanconi syndrome, NOS;dsyn
C0015625;Fanconi anemia;dsyn
C0015634;Farmers lung;dsyn
C0015644;Muscular fasciculation;sosy
C0015645;Fasciitis;dsyn
C0015652;Fascioliasis;dsyn
C0015663;Fasting;fndg
C0015668;Fat necrosis;patf
C0015672;Fatigue;sosy
C0015674;Chronic fatigue syndrome;dsyn
C0015695;Fatty liver;dsyn
C0015696;Alcoholic fatty liver;dsyn
C0015702;Favism;dsyn
C0015708;Fazio-Londe syndrome;dsyn
C0015726;Fear;menp
C0015732;Fecal incontinence;dsyn
C0015734;Fecal impaction;fndg
C0015765;Feline panleukopenia;dsyn
C0015773;Felty syndrome;dsyn
C0015786;Female sexual arousal disorder;mobd
C0015799;Feminization;patf
C0015923;Fetal alcohol syndrome;dsyn
C0015927;Fetal death, NOS;patf
C0015929;Foetal disease;dsyn
C0015930;Fetal distress NOS;dsyn
C0015934;Fetal growth retardation NOS;patf
C0015938;Fetal macrosomia;dsyn
C0015944;Premature rupture of membranes NOS;patf
C0015957;Fetishism;mobd
C0015959;Fetomaternal transfusion;patf
C0015962;Fetoscopy;diap
C0015967;Fever;fndg
C0015970;Fever of unknown origin;sosy
C0016033;Nonproliferative fibrocystic disease;dsyn
C0016034;Fibrocystic breast disease;dsyn
C0016037;Fibrodysplasia ossificans progressiva;dsyn
C0016038;Fibroelastosis;dsyn
C0016052;Fibromuscular dysplasia;dsyn
C0016053;Fibromyalgia;dsyn
C0016059;Fibrosis;patf
C0016064;Monostotic fibrous dysplasia;dsyn
C0016085;Filariasis;dsyn
C0016142;Firesetting behavior;mobd
C0016167;Anal fissure;dsyn
C0016196;Flail chest;fndg
C0016199;Flank pain;sosy
C0016204;Flatulence;sosy
C0016234;Flexible fiberoptic sigmoidoscopy;diap
C0016242;Vitreous floaters;fndg
C0016263;Flow cytometry;lbpr
C0016313;Fluorescein angiography;diap
C0016318;Fluorescent identification of anti-nuclear antibody;lbpr
C0016356;Fluoroscopy;diap
C0016382;Flushing;sosy
C0016395;Focal dermal hypoplasia;dsyn
C0016397;Localized infection;dsyn
C0016399;Focal motor seizure;dsyn
C0016412;Folic acid deficiency;dsyn
C0016429;Follicular cyst of ovary;dsyn
C0016436;Folliculitis;dsyn
C0016470;Food allergy, NOS;patf
C0016508;Congenital deformity of foot;cgab
C0016512;Foot pain;sosy
C0016514;Foot-and-mouth disease;dsyn
C0016522;Patent foramen ovale;cgab,dsyn
C0016549;Foreign body reaction;patf
C0016579;Formication;fndg
C0016627;Fowl plague;dsyn
C0016632;Fox Fordyce disease;dsyn
C0016663;Pathological fracture;patf
C0016667;Fragile X syndrome;cgab,dsyn
C0016689;Freckles;fndg
C0016696;Freemartin;dsyn
C0016719;Friedreich ataxia;dsyn
C0016724;Adiposogenital syndrome;dsyn
C0016735;Frontal sinusitis;dsyn
C0016738;Frotteurism;mobd
C0016751;Fructose intolerance;dsyn
C0016770;Frustration;menp
C0016781;Fuchs' endothelial dystrophy;dsyn
C0016782;Fuchs' heterochromic cyclitis;dsyn
C0016788;Fucosidosis, NOS;dsyn
C0016807;Functional disorder of intestine;dsyn
C0016842;Congenital pectus excavatum;cgab,dsyn
C0016867;Furunculosis;dsyn
C0016873;Fused teeth;cgab
C0016927;Gagging;fndg
C0016928;Gait;fndg
C0016952;Galactosemia NOS;dsyn
C0016977;Gall bladder disease;dsyn
C0017086;Gangrene;dsyn
C0017097;Gardner syndrome;dsyn
C0017105;Gas gangrene, NOS;dsyn
C0017145;Gastric varix;acab,dsyn
C0017152;Gastritis;dsyn
C0017154;Atrophic gastritis;dsyn
C0017155;Hypertrophic gastritis;dsyn
C0017160;Gastroenteritis;dsyn
C0017168;Gastroesophageal reflux disease;dsyn
C0017178;Gastrointestinal disorder, NOS;dsyn
C0017181;Gastrointestinal hemorrhage, NOS;patf
C0017195;Endoscopy of stomach;diap
C0017205;Gaucher disease;dsyn
C0017231;Immunodiffusion measurement;lbpr
C0017250;Psychosexual identity disorder;mobd
C0017409;Herpes zoster oticus;dsyn
C0017411;Disease of female genital organ;dsyn
C0017455;Geotrichosis;dsyn
C0017494;Gerstmann's syndrome;mobd
C0017495;Gerstmann-Straussler-Scheinker syndrome;dsyn
C0017531;Angiolymphoid hyperplasia;dsyn
C0017536;Giardiasis;dsyn
C0017547;Gigantism;dsyn
C0017551;Gilbert's disease;dsyn
C0017563;Gingival disease;dsyn
C0017565;Gingival hemorrhage;fndg
C0017566;Gingival hyperplasia;patf
C0017567;Gingival hypertrophy;dsyn
C0017572;Gingival recession NOS;dsyn
C0017574;Gingivitis;dsyn
C0017575;Necrotizing ulcerative gingivitis;dsyn
C0017577;Gingivosis;dsyn
C0017589;Glanders;dsyn
C0017594;Glasgow coma scale;inpr
C0017601;Glaucoma;dsyn
C0017605;Angle-closure glaucoma;dsyn
C0017606;Primary angle-closure glaucoma;dsyn
C0017609;Neovascular glaucoma;dsyn
C0017612;Open angle glaucoma;dsyn
C0017639;Gliosis;patf
C0017650;Globus hystericus;mobd
C0017654;Glomerular filtration rate, NOS;diap
C0017658;Glomerulonephritis;dsyn
C0017661;IgA glomerulonephritis;dsyn
C0017662;Membranoproliferative glomerulonephritis;dsyn
C0017665;Membranous glomerulonephritis;dsyn
C0017668;Focal glomerulosclerosis;dsyn
C0017672;Glossalgia;sosy
C0017675;Glossitis;dsyn
C0017677;Benign migratory glossitis;dsyn
C0017741;Glucose tolerance test;lbpr
C0017746;Decreased glucose level;fndg
C0017919;Glycogen storage disease, NOS;dsyn
C0017920;Glycogen storage disease, type I;dsyn
C0017921;Glycogen storage disease type II;dsyn
C0017922;Glycogen storage disease, type III;dsyn
C0017923;Glycogen storage disease, type IV;dsyn
C0017924;Glycogen storage disease, type V;dsyn
C0017925;Glycogen storage disease, type VI;dsyn
C0017926;Glycogen storage disease, type VII;dsyn
C0017979;Glycosuria;fndg
C0017980;Renal glycosuria, NOS;dsyn
C0018013;Gnathostomiasis;dsyn
C0018017;Goal;inpr
C0018021;Goiter;patf
C0018022;Endemic goiter;dsyn
C0018023;Nodular goiter;dsyn
C0018051;Gonadal dysgenesis NOS;cgab,dsyn
C0018055;Mixed gonadal dysgenesis;dsyn
C0018071;Gonioscopy;diap
C0018078;Gonococcal urethritis;dsyn
C0018081;Gonorrhea;dsyn
C0018099;Gout;dsyn
C0018133;Graft versus host disease;dsyn
C0018188;Granuloma;patf
C0018190;Granuloma inguinale;dsyn
C0018193;Granuloma -foreign body;patf
C0018194;Giant cell granuloma, NOS;patf
C0018203;Chronic granulomatous disease;dsyn
C0018213;Graves disease;dsyn
C0018235;Grief reaction;menp
C0018378;Guillain-Barre syndrome;dsyn
C0018379;Guilt;menp
C0018418;Gynecomastia;dsyn
C0018425;Gyrate atrophy;dsyn
C0018500;Hair disease;dsyn
C0018520;Halitosis;sosy
C0018522;Hallermann-Streiff syndrome;cgab,dsyn
C0018523;Pigmentary pallidal atrophy;dsyn
C0018524;Hallucinations;mobd
C0018528;Hallucinogen dependence;mobd
C0018566;Congenital anomaly of the hand;cgab
C0018572;Hand foot and mouth disease;dsyn
C0018592;Happiness;menp
C0018609;Hartnup disease;dsyn
C0018616;Hate;menp
C0018621;Hay fever;dsyn
C0018672;Head banging;mobd
C0018681;Headache;sosy
C0018772;Partial deafness;fndg
C0018775;Bilateral hearing loss;dsyn
C0018776;Central hearing loss;dsyn
C0018777;Conductive hearing loss;dsyn
C0018780;High frequency hearing loss;dsyn
C0018784;Sensorineural deafness;dsyn
C0018786;Hearing test;diap
C0018789;Aneurysm of heart NOS;dsyn
C0018790;Cardiac arrest;dsyn
C0018793;Auscultation of heart;diap
C0018794;Block - heart;dsyn
C0018798;Congenital heart defect;cgab
C0018799;Heart diseases;dsyn
C0018800;Cardiomegaly;fndg
C0018801;Heart failure;dsyn
C0018802;Congestive heart failure;dsyn
C0018808;Heart murmur;fndg
C0018811;Fetal heart rate;fndg
C0018813;Rupture of heart;dsyn
C0018816;Heart septal defects;cgab,dsyn
C0018817;Atrial septal defect NOS;cgab
C0018824;Heart valve disease;dsyn
C0018834;Heartburn;sosy
C0018862;Heberden's node;fndg
C0018889;Helminthiasis;dsyn
C0018904;Hemagglutination inhibition assay, NOS;lbpr
C0018905;Hemagglutination assay, NOS;lbpr
C0018924;Hemarthrosis;patf
C0018926;Hematemesis;sosy
C0018931;Hematocele of tunica vaginalis testis;dsyn
C0018932;Hematochezia;fndg
C0018934;Hematocolpos;dsyn
C0018935;Hematocrit;lbpr
C0018939;Blood diseases NOS;dsyn
C0018941;Blood test;lbpr
C0018944;Hematoma;patf
C0018946;Subdural haematoma;patf
C0018948;Hemometra;patf
C0018949;Hematomyelia;dsyn
C0018962;Hematosalpinx;patf
C0018965;Hematuria;fndg
C0018975;Hemeralopia;dsyn
C0018979;Hemianopsia;dsyn
C0018987;Hemimelia;cgab
C0018989;Hemiparesis;sosy
C0018991;Hemiplegia;sosy
C0018994;Hemobilia;dsyn
C0018995;Hemochromatosis;dsyn
C0019021;Hemoglobin C disease;dsyn
C0019034;Sickle cell-hemoglobin C disease;dsyn
C0019045;Hemoglobinopathy, NOS;dsyn
C0019048;Hemoglobinuria;dsyn
C0019061;Hemolytic uremic syndrome;dsyn
C0019064;Hemopericardium;patf
C0019065;Hemoperitoneum;patf
C0019069;Hemophilia A;dsyn
C0019077;Hemopneumothorax;dsyn
C0019079;Hemoptysis;sosy
C0019080;Hemorrhage;patf
C0019087;Haemorrhagic disease;dsyn
C0019099;Crimean hemorrhagic fever;dsyn
C0019100;Dengue hemorrhagic fever;dsyn
C0019101;Hemorrhagic fever with renal syndrome;dsyn
C0019103;Omsk hemorrhagic fever;dsyn
C0019104;Viral haemorrhagic fever;dsyn
C0019112;Hemorrhoids;dsyn
C0019114;Hemosiderosis;dsyn
C0019123;Hemothorax;patf
C0019125;Hematotympanum;dsyn
C0019147;Hepatic coma;dsyn
C0019151;Hepatic encephalopathy;dsyn
C0019154;Hepatic vein thrombosis;dsyn
C0019158;Hepatitis;dsyn
C0019159;Hepatitis A;dsyn
C0019163;Hepatitis B;dsyn
C0019187;Alcoholic hepatitis;dsyn
C0019189;Chronic hepatitis NOS;dsyn
C0019191;Infectious canine hepatitis;dsyn
C0019196;Hepatitis C;dsyn
C0019202;Hepatolenticular degeneration;dsyn
C0019209;Hepatomegaly;sosy
C0019212;Hepatorenal syndrome;dsyn
C0019214;Hepatosplenomegaly;sosy
C0019243;Hereditary angioedema;dsyn
C0019247;Hereditary disease;dsyn
C0019269;Hermaphroditism;cgab,dsyn
C0019337;Heroin dependence;mobd
C0019338;Herpangina;dsyn
C0019342;Genital herpes;dsyn
C0019343;Pemphigoid gestationis;patf
C0019345;Herpes labialis;dsyn
C0019348;Herpes simplex infection;dsyn
C0019357;Herpetic keratitis;dsyn
C0019360;Herpes zoster NOS;dsyn
C0019364;Herpes zoster ophthalmicus;dsyn
C0019372;Herpes infection, NOS;dsyn
C0019521;Hiccup;fndg
C0019555;Congenital dislocation of hip NOS;cgab
C0019559;Hip pain;sosy
C0019562;von Hippel-Lindau syndrome;dsyn
C0019569;Hirschsprung disease;cgab,dsyn
C0019572;Hirsutism;fndg
C0019575;Leech infestation;dsyn
C0019624;Non-Langerhans cell histiocytosis;dsyn
C0019625;Sinus histiocytosis;dsyn
C0019633;Histocompatibility testing;lbpr
C0019655;Histoplasmosis;dsyn
C0019681;Histrionic personality disorder NOS;mobd
C0019693;HIV infection;dsyn
C0019699;HIV seropositivity;lbtr
C0019825;Hoarseness;sosy
C0019871;Homesickness;fndg
C0019880;Homocystinuria;dsyn
C0019911;Hookworm infection;dsyn
C0019917;Hordeolum;dsyn
C0019937;Horner syndrome;dsyn
C0020039;Hostility;menp
C0020071;Acrodystrophic neuropathy;dsyn
C0020074;Swanson-Buchanan-Alvord neuropathy syndrome;dsyn
C0020075;Hereditary sensory and autonomic neuropathy type V;dsyn
C0020175;Hunger;sosy
C0020179;Huntington's disease;dsyn
C0020186;Hutchinson teeth;cgab
C0020192;Hyaline membrane disease;dsyn
C0020224;Polyhydramnios;patf
C0020225;Hydranencephaly;cgab
C0020241;Hydroa vacciniforme;dsyn
C0020255;Hydrocephalus;dsyn
C0020256;Congenital hydrocephalus NOS;cgab
C0020258;Normal pressure hydrocephalus;dsyn
C0020295;Hydronephrosis;dsyn
C0020302;Hydrophthalmos;cgab,dsyn
C0020303;Hydropneumothorax;fndg
C0020305;Hydrops fetalis, NOS;dsyn
C0020312;Hydrothorax;dsyn
C0020413;Hymenolepiasis;dsyn
C0020428;Hyperaldosteronism;dsyn
C0020429;Hyperalgesia;sosy
C0020433;Hyperbilirubinemia;dsyn
C0020437;Hypercalcemia;dsyn
C0020438;Hypercalciuria;dsyn
C0020440;Hypercapnia;fndg
C0020441;Hypercementosis;dsyn
C0020443;Hypercholesterolemia;dsyn
C0020445;Familial hypercholesterolemia;cgab,dsyn
C0020450;Hyperemesis gravidarum;sosy
C0020452;Hyperemia;dsyn
C0020453;Hyperesthesia;sosy
C0020455;Hypergammaglobulinemia;dsyn
C0020456;Hyperglycemia;dsyn
C0020458;Hyperhidrosis;fndg
C0020459;Hyperinsulinism;dsyn
C0020461;Hyperkalemia;fndg
C0020473;Hyperlipidemia;dsyn
C0020474;Familial combined hyperlipidemia;dsyn
C0020476;Hyperlipoproteinemia, NOS;dsyn
C0020479;Broad-beta disease;dsyn
C0020488;Hypernatremia;dsyn
C0020490;Hyperopia;dsyn
C0020492;Hyperostosis;dsyn
C0020494;Hyperostosis interna frontalis;dsyn
C0020496;Hyperostosis of skull;dsyn
C0020497;Infantile cortical hyperostosis;dsyn
C0020498;Diffuse idiopathic skeletal hyperostosis;dsyn
C0020500;Hyperoxaluria;dsyn
C0020501;Primary hyperoxaluria, NOS;dsyn
C0020502;Hyperparathyroidism;dsyn
C0020503;Secondary hyperparathyroidism;dsyn
C0020505;Hyperphagia;fndg
C0020506;Hyperpituitarism;dsyn
C0020507;Hyperplasia;patf
C0020510;Nodular hyperplasia;patf
C0020514;Hyperprolactinemia;dsyn
C0020517;Hypersensitivity;patf
C0020522;Cell-mediated immune reaction;patf
C0020523;Immediate hypersensitivity;patf
C0020532;Hypersplenism;dsyn
C0020534;Orbital separation excessive;cgab
C0020538;Hypertensive disease;dsyn
C0020540;Malignant hypertension;dsyn
C0020541;Portal hypertension;dsyn
C0020542;Pulmonary hypertension, NOS;patf
C0020544;Renal hypertension;dsyn
C0020545;Renovascular hypertension;dsyn
C0020546;Hypertensive crisis;patf
